Latitude and Longitude,Class of Land,RVI,mean_rvi,min_rvi,max_rvi,std_rvi,Predicted Class
"(9.97533353473228, 105.48556245185699)",Rice,"<xarray.DataArray (time: 45)>
array([0.20465298, 0.17310447, 0.1472596 , 0.69570976, 0.60120845,
       0.37121323, 0.78091633, 0.9922128 , 1.0379446 , 1.0632792 ,
       0.8320412 , 1.2160224 , 0.8195845 , 1.0030905 , 0.9375442 ,
       1.1721959 , 1.1216532 , 0.46183908, 0.3884459 , 0.1953175 ,
       0.14741948, 0.1245347 , 0.11386395, 0.80149937, 0.785524  ,
       0.825344  , 0.8311796 , 0.9162322 , 0.84460056, 1.2116069 ,
       1.0591532 , 0.855078  , 1.1448191 , 0.3943741 , 0.547489  ,
       0.19076426, 0.2983605 , 0.2668439 , 0.28747323, 0.08641619,
       1.1861317 , 0.77272606, 0.6665294 , 0.74678   , 0.92255205],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.67205626, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.08641619)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.21602237)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.35844943)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.9830554248365, 105.53870722492488)",Rice,"<xarray.DataArray (time: 45)>
array([0.20707296, 0.18427376, 0.17706963, 0.27407944, 0.67873585,
       0.65748435, 1.1049803 , 0.54286426, 1.113652  , 1.2275654 ,
       0.8373725 , 0.7862841 , 0.73875153, 0.5601159 , 0.9515015 ,
       0.88062495, 0.57992166, 0.3470251 , 0.23632553, 0.5366986 ,
       0.45112532, 0.2646739 , 0.17261861, 0.97029006, 1.0915502 ,
       1.0292248 , 0.7444074 , 0.96031517, 0.94133514, 0.7747634 ,
       0.81639236, 0.9052861 , 0.5900403 , 0.7350738 , 0.6766013 ,
       0.53872913, 0.5045963 , 0.09644303, 0.23091337, 0.13723266,
       0.48958388, 0.5898984 , 0.72553   , 0.7799906 , 0.7187421 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6346169, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.09644303)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.22756541)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.29934201)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.98805194196276, 105.5377987672656)",Rice,"<xarray.DataArray (time: 45)>
array([0.3381804 , 0.21871532, 0.10831864, 0.31429356, 0.35376152,
       0.5813934 , 0.64321524, 0.7598942 , 0.7916862 , 0.57620037,
       0.8667356 , 1.1319495 , 0.92946464, 0.9998318 , 1.0327979 ,
       0.93088204, 0.79411054, 0.58813053, 0.49029684, 0.48244748,
       0.40059993, 0.21832055, 0.11293966, 0.89124316, 1.0896057 ,
       0.99320334, 0.81357485, 0.6963129 , 1.0745467 , 0.70950603,
       0.9972226 , 0.79872185, 1.0440718 , 0.7739866 , 0.5573103 ,
       0.15078495, 0.34205836, 0.3524746 , 0.33273903, 0.22300167,
       0.8799483 , 0.47101203, 0.70964986, 0.5776809 , 0.6454521 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6397394, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.10831864)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.13194954)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.29242942)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.982146967177181, 105.49646394376836)",Rice,"<xarray.DataArray (time: 45)>
array([0.09270222, 0.14905077, 0.46797538, 0.95218104, 1.0930094 ,
       0.6665378 , 0.908071  , 0.92942375, 0.73027086, 0.87519526,
       1.0655341 , 0.9462736 , 0.8181899 , 0.6276011 , 1.21754   ,
       0.92206043, 0.75492173, 0.5550031 , 0.6605879 , 0.20405492,
       0.3375516 , 0.3967294 , 0.20707496, 0.57850724, 0.7328982 ,
       0.6377519 , 0.8508078 , 1.1746562 , 0.76167333, 0.90143716,
       0.8848513 , 0.73112124, 0.60652095, 0.3227038 , 0.62777877,
       0.3029559 , 0.46159732, 0.6524756 , 0.4805504 , 0.52820116,
       0.8467507 , 0.73891824, 0.7166343 , 0.8894849 , 0.6287111 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6807673, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.09270222)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.21754003)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.2661275)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.986689255473781, 105.50373160504259)",Rice,"<xarray.DataArray (time: 45)>
array([0.18799818, 0.29928747, 0.23378532, 0.8687176 , 0.73477477,
       0.5839095 , 0.8220274 , 0.9970019 , 1.1624457 , 1.0230426 ,
       0.7687777 , 1.101115  , 0.6848161 , 1.0121028 , 0.98567903,
       1.2499386 , 0.5495327 , 0.28259656, 0.40935802, 0.16334423,
       0.14285491, 0.22560945, 0.16533248, 1.3193094 , 1.1702448 ,
       1.0551411 , 1.1947474 , 0.8821503 , 1.1555867 , 0.811637  ,
       1.0400457 , 1.1540653 , 1.1619534 , 0.38266382, 0.502033  ,
       0.3526016 , 0.39767492, 0.15738066, 0.17170823, 0.2452326 ,
       0.93430656, 0.88001925, 0.61289895, 0.7988437 , 1.2372745 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.717146, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.14285491)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.31930935)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.37768039)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.994411145578, 105.51781269876145)",Rice,"<xarray.DataArray (time: 45)>
array([0.1591787 , 0.12944758, 0.2745296 , 0.6723188 , 0.6514203 ,
       0.45924684, 0.7008164 , 0.64595634, 1.2347226 , 1.2750989 ,
       1.0295799 , 0.64834386, 1.031434  , 0.8057932 , 1.2446256 ,
       1.4224887 , 0.8869844 , 0.44021544, 0.6507143 , 0.42530686,
       0.20635122, 0.3344582 , 0.27225468, 0.92536545, 0.6229709 ,
       1.2642684 , 0.82570916, 0.7259826 , 0.71811134, 0.77592534,
       1.0713364 , 0.8206574 , 0.84031665, 0.70639753, 0.580909  ,
       0.23621099, 0.52957785, 0.34753898, 0.61407334, 0.3173007 ,
       0.605543  , 0.85054445, 0.6138633 , 0.86335814, 0.9842739 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6987004, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.12944758)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.42248869)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.31706873)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.982601196006842, 105.50327737621296)",Rice,"<xarray.DataArray (time: 45)>
array([0.17430818, 0.17226659, 0.45119745, 0.75040936, 0.9012032 ,
       0.7349706 , 0.90631664, 1.1263957 , 1.0522271 , 1.1618533 ,
       1.1165992 , 1.1352284 , 0.9794451 , 0.97515726, 0.8578701 ,
       0.8381808 , 0.58446634, 0.24723105, 0.51823795, 0.21898845,
       0.21975355, 0.19922224, 0.21412627, 0.9750504 , 0.94758505,
       1.2364104 , 1.1848001 , 0.9747916 , 0.6739035 , 0.90137607,
       1.2050937 , 0.89626414, 1.0864544 , 0.44694513, 0.3828219 ,
       0.20540586, 0.1866677 , 0.32049656, 0.5077011 , 0.33027732,
       0.9264489 , 0.9240862 , 0.69636506, 0.68258625, 0.93693113],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.71475816, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.17226659)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.23641038)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.34454033)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.978967365369561, 105.50418583387224)",Rice,"<xarray.DataArray (time: 45)>
array([0.18213812, 0.22163896, 0.47477257, 0.6708373 , 0.5798579 ,
       0.6623624 , 0.78252107, 0.5541395 , 0.91904455, 1.0967193 ,
       0.6930791 , 1.0712852 , 0.930425  , 0.822715  , 0.64193726,
       1.1574894 , 0.6279289 , 0.6696984 , 0.62763023, 0.40701804,
       0.12621555, 0.20004144, 0.11696848, 0.8752932 , 1.1280247 ,
       1.2945751 , 0.980928  , 0.93950933, 1.0070633 , 0.83618194,
       0.9801688 , 0.8016391 , 0.96191347, 0.38079208, 0.23085003,
       0.17645478, 0.289532  , 0.35164177, 0.75864804, 0.38890696,
       1.0534928 , 0.8768501 , 0.5410722 , 0.58235025, 1.1867481 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6857578, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.11696848)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.2945751)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.32028419)
Coordinates:
    spatial_ref  int32 4326",Rice
"(10.001224578022901, 105.50464006270187)",Rice,"<xarray.DataArray (time: 45)>
array([0.10970266, 0.12455822, 0.3813952 , 0.61024445, 0.5640598 ,
       0.43066716, 0.6800202 , 0.7321001 , 0.78006065, 0.7311557 ,
       0.94686395, 0.76471317, 0.91604763, 1.1562328 , 1.1359564 ,
       0.94885385, 0.45455238, 0.42393965, 0.49992144, 0.16963762,
       0.10904068, 0.23942971, 0.2627083 , 0.7065284 , 0.93652683,
       0.8014502 , 0.7149877 , 0.8745076 , 1.1353351 , 0.7989719 ,
       1.1442944 , 0.782928  , 0.92423606, 0.53101104, 0.54379046,
       0.14577426, 0.29556707, 0.39960885, 0.51818246, 0.5747865 ,
       1.0183271 , 1.2069932 , 0.88894707, 0.7784607 , 0.88485056],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6617318, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.10904068)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.20699322)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.30743593)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.96897433111704, 105.52371767354674)",Rice,"<xarray.DataArray (time: 45)>
array([0.1572205 , 0.18549357, 0.15642582, 0.62199426, 0.66524506,
       0.6360952 , 1.0381176 , 0.97395015, 1.1167697 , 1.0667418 ,
       1.0676913 , 0.9650895 , 1.0819876 , 0.81603605, 1.0540016 ,
       1.1423631 , 0.94917214, 0.69111323, 0.47254324, 0.5052564 ,
       0.13087904, 0.15728964, 0.14362665, 0.7156355 , 0.5633101 ,
       1.3986214 , 0.8582023 , 0.8403418 , 1.0078552 , 1.0705981 ,
       1.1625276 , 0.9075592 , 0.53856075, 0.47449154, 0.55343   ,
       0.15258527, 0.27265248, 0.4085549 , 0.38124448, 0.39406058,
       1.0950971 , 0.83428967, 0.68082786, 0.86862844, 1.0070242 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.71069336, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.13087904)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.39862144)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.34393641)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.950805177930642, 105.52008384290963)",Rice,"<xarray.DataArray (time: 45)>
array([0.13819833, 0.14931415, 0.20810752, 0.5723442 , 0.46631253,
       0.626356  , 0.7182107 , 0.44533268, 0.98480237, 0.6704272 ,
       0.81648993, 0.7174843 , 0.9822337 , 1.1565963 , 0.7980587 ,
       1.28239   , 0.70090204, 0.20486322, 0.3531687 , 0.09289309,
       0.17584783, 0.15053648, 0.12595469, 0.79746544, 0.8707829 ,
       0.9568589 , 1.098168  , 0.7829958 , 0.7869053 , 0.87915486,
       0.8339815 , 0.8862824 , 0.8043767 , 0.38241807, 0.44814715,
       0.11654076, 0.20206057, 0.3374439 , 0.36264175, 0.16086206,
       1.0305462 , 0.7122839 , 0.8688341 , 0.7382694 , 0.9458266 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6119927, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.09289309)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.28239)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.32959473)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.98941462845174, 105.4991893167462)",Rice,"<xarray.DataArray (time: 45)>
array([0.22262897, 0.15839016, 0.19806994, 0.24566388, 0.16789415,
       0.7771139 , 0.52314365, 0.40448636, 0.9701075 , 0.9308892 ,
       1.2223412 , 1.1920677 , 0.9276737 , 1.1081005 , 1.2860581 ,
       1.11187   , 0.96960604, 0.52615255, 0.6419898 , 0.11092026,
       0.19512503, 0.14761922, 0.18927681, 0.7791044 , 0.8298519 ,
       1.0103084 , 0.63931346, 1.0571786 , 0.75810874, 0.7096557 ,
       1.0611356 , 1.0916766 , 1.1030926 , 0.75876766, 0.8311082 ,
       0.5261666 , 0.4603293 , 0.34402522, 0.42128485, 0.3418907 ,
       0.74742556, 0.54745084, 0.18206789, 0.86200094, 0.26437896],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6567447, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.11092026)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.28605807)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.3528024)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.97351661941364, 105.53643608077667)",Rice,"<xarray.DataArray (time: 45)>
array([0.3698072 , 0.27437162, 0.1355446 , 0.11242257, 0.1725157 ,
       0.40412748, 0.35555798, 0.31872892, 0.9586286 , 0.8934268 ,
       1.1371524 , 0.9046032 , 0.7424941 , 0.7884979 , 0.91687644,
       0.826883  , 0.7818094 , 0.5538605 , 0.33832306, 0.5299723 ,
       0.32449952, 0.19262844, 0.09755564, 0.6749867 , 0.85795695,
       1.014706  , 0.8639557 , 0.7765111 , 0.6294436 , 0.82792187,
       0.9820229 , 1.035171  , 1.048195  , 0.44179574, 1.0109347 ,
       0.31519872, 0.3492585 , 0.4723191 , 0.37674057, 0.23100755,
       0.24378069, 0.21698199, 0.34985197, 0.33507434, 0.32636264],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.5668992, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.09755564)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.13715243)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.30858669)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.97533353473228, 105.52144652939856)",Rice,"<xarray.DataArray (time: 45)>
array([0.10540206, 0.10248511, 0.11501771, 0.537934  , 0.5667429 ,
       0.5983729 , 0.8345629 , 0.93691754, 0.9986589 , 1.1539198 ,
       1.1966007 , 0.91510105, 1.1908492 , 0.91860676, 0.8764694 ,
       0.8209087 , 0.32241127, 0.49982223, 0.39441377, 0.2701738 ,
       0.14432645, 0.41448954, 0.21456645, 0.961654  , 0.973015  ,
       1.0804098 , 0.94122773, 0.6378451 , 0.72846204, 0.8835431 ,
       1.1820189 , 0.575325  , 0.60812914, 0.6804246 , 0.5713759 ,
       0.27687225, 0.32447413, 0.36120626, 0.21836106, 0.5238744 ,
       0.6360494 , 0.977836  , 0.64919454, 0.6282717 , 0.91660595],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.65477616, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.10248511)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.19660068)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.31937176)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.9671574157984, 105.49373857079053)",Rice,"<xarray.DataArray (time: 45)>
array([0.16541004, 0.40226707, 0.11822379, 0.21880443, 0.24800754,
       0.5759371 , 0.6070926 , 0.5764102 , 0.6130755 , 0.72983974,
       1.1194643 , 0.7022333 , 0.82095975, 1.0784296 , 0.53176767,
       1.089016  , 0.73771363, 0.43584195, 0.24417053, 0.6905288 ,
       0.42276266, 0.5043802 , 0.45337924, 1.1611797 , 1.175443  ,
       1.1063305 , 1.1288909 , 0.86558414, 0.88725114, 0.9915247 ,
       0.9095413 , 0.8621308 , 0.8400823 , 0.6208982 , 0.45275855,
       0.54390067, 0.62175995, 0.48648435, 0.59263974, 0.2861405 ,
       0.5377097 , 0.27737567, 0.23836297, 0.3148203 , 0.24882297],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6274522, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.11822379)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.17544305)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.29997835)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.967611644628061, 105.50827389333898)",Rice,"<xarray.DataArray (time: 45)>
array([0.10797443, 0.08920185, 0.18361604, 0.61689466, 0.6158444 ,
       0.5497068 , 0.82973224, 0.9377146 , 0.95903265, 1.1589142 ,
       0.98626065, 1.3989594 , 0.850542  , 0.92622626, 1.1384301 ,
       0.9858248 , 0.7923654 , 0.4071021 , 0.29888535, 0.24036054,
       0.14734122, 0.19125883, 0.28067213, 0.8927243 , 1.1341468 ,
       1.3781915 , 1.0923768 , 0.6876699 , 0.93854845, 1.1283407 ,
       0.60442764, 0.95411015, 0.6829197 , 0.72599185, 0.6532987 ,
       0.6876909 , 0.74028736, 0.76585233, 0.6123238 , 0.43816793,
       0.66435057, 0.56674033, 0.24849129, 0.45204085, 0.41985437],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.69247574, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.08920185)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.3989594)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.33672369)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.982601196006842, 105.51690424110214)",Rice,"<xarray.DataArray (time: 45)>
array([0.10665011, 0.22544475, 0.22468157, 0.56836987, 0.4874582 ,
       0.66361773, 0.9461184 , 0.7429217 , 0.8824712 , 0.72624207,
       0.73429877, 0.77106977, 1.1656134 , 0.93632   , 0.53583634,
       0.57291967, 0.39473647, 0.29409403, 0.50136054, 0.32925072,
       0.3408655 , 0.46064863, 0.30932567, 0.85287714, 0.93962264,
       0.9390173 , 0.5091344 , 1.0131496 , 0.9361056 , 0.75002545,
       0.778107  , 1.0298027 , 0.4952384 , 0.51523894, 0.3906058 ,
       0.3013568 , 0.38431513, 0.36212602, 0.37453   , 0.63824445,
       0.9259387 , 1.0407716 , 0.8198822 , 0.65706295, 0.78820705],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.63025945, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.10665011)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.16561341)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.26378602)
Coordinates:
    spatial_ref  int32 4326",Rice
"(9.9830554248365, 105.53825299609522)",Rice,"<xarray.DataArray (time: 45)>
array([0.13985658, 0.15645668, 0.12395571, 0.32730886, 0.33266255,
       0.5564206 , 0.81990045, 0.79766893, 1.0973718 , 1.0267613 ,
       0.8468893 , 1.0332327 , 0.661714  , 0.79919976, 0.607712  ,
       0.66607726, 0.5730806 , 0.32366592, 0.37400812, 0.59364486,
       0.31948945, 0.16912234, 0.12011   , 0.7445027 , 0.57990366,
       1.0000184 , 0.8759345 , 0.93080306, 0.5304735 , 0.81214106,
       1.1433287 , 0.82910633, 0.8916328 , 0.5208404 , 0.43542662,
       0.33605215, 0.29398513, 0.29568282, 0.41054434, 0.18649024,
       0.7670054 , 0.61288154, 0.60330915, 0.6900348 , 1.0927578 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6010926, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.12011)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.14332867)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.29225856)
Coordinates:
    spatial_ref  int32 4326",Rice
